date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:21:57	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:51:56%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-400.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-400.woff2	(from https://cyborgonics.b12sites.com/)
18:21:59	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:51:58%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-400.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-400.woff2	(from https://cyborgonics.b12sites.com/)
18:21:59	25908/25908	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:51:57%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-400.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-400.woff2	(from https://cyborgonics.b12sites.com/)
18:22:00	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:51:59%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:00	43224/43224	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:51:59%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-400.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-400.woff2	(from https://cyborgonics.b12sites.com/)
18:22:01	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:00%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:01	22612/22612	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:00%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:03	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:02%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:03	22040/22040	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:01%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:04	8120/8120	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:03%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:04	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:03%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:05	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:04%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:06	25908/25908	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:04%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:06%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:07	43224/43224	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:06%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-600.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-600.woff2	(from https://cyborgonics.b12sites.com/)
18:22:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:07%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:09	22612/22612	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:07%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:09%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:10	22040/22040	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:09%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:11	8120/8120	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:10%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:10%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:11%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:13	25908/25908	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:11%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:13%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:14	43224/43224	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:13%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-700.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-700.woff2	(from https://cyborgonics.b12sites.com/)
18:22:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:14%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:15	22612/22612	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:14%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-ext-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:16%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:17	22040/22040	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:15%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-cyrillic-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:18	8120/8120	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:17%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-vietnamese-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:17%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:19	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:18%20GMT	http://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:19	25908/25908	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:18%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-ext-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:20%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:21	43224/43224	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:19%20GMT	https://cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-800.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/raleway-latin-normal-800.woff2	(from https://cyborgonics.b12sites.com/)
18:22:22	4928/4928	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:21%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:22	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:21%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:23	7876/7876	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:22%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-cyrillic-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:22%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:25	5996/5996	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:23%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:24%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:26	6968/6968	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:25%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-greek-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:26	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:25%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-vietnamese-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-vietnamese-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:27	5816/5816	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:26%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-vietnamese-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-vietnamese-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:27%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:28%20GMT	http://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:29	20388/20388	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:28%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-ext-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-ext-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:29%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	(from https://cyborgonics.b12sites.com/)
18:22:30	14780/14780	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Nov%202024%2012:52:29%20GMT	https://cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-normal-300.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/sourcesanspro-latin-normal-300.woff2	(from https://cyborgonics.b12sites.com/)
18:22:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:31%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://cyborgonics.b12sites.com/)
18:22:32	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202024%2012:52:30%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot	(from https://cyborgonics.b12sites.com/)
18:22:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:32%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	(from https://cyborgonics.b12sites.com/)
18:22:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Nov%202024%2012:52:32%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://cyborgonics.b12sites.com/)
18:22:34	979/979	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2016%20Nov%202024%2012:52:33%20GMT	https://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff2	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.46.delayed	(from https://cyborgonics.b12sites.com/)
18:22:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:34%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-fee66e712a8a08eef5805a46892932ad.woff	(from https://cyborgonics.b12sites.com/)
18:22:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2016%20Nov%202024%2012:52:36%20GMT	http://cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/ak/cyborgonics.b12sites.com/assets/fonts/fontawesome-webfont-b06871f281fee6b241d60582ae9369b9.ttf	(from https://cyborgonics.b12sites.com/)
